Entry ID,Source Organism,Accession Code(s)
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P62195
,Homo sapiens,P48556
,Homo sapiens,P60896
,Homo sapiens,Q13200
,Homo sapiens,P0CG47
,Saccharomyces cerevisiae,
,Homo sapiens,P54578
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3A,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Saccharomyces cerevisiae,
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,P62195
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3B,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P62195
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Saccharomyces cerevisiae,
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3C,Homo sapiens,P62191
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62195
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P43686
,Saccharomyces cerevisiae,
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,O00232
,Homo sapiens,O43242
,Homo sapiens,P60896
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P35998
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3F,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P62195
,Saccharomyces cerevisiae,
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,O00232
,Homo sapiens,O43242
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3G,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P62195
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,O00232
,Saccharomyces cerevisiae,
,Homo sapiens,O43242
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3H,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,P62195
,Homo sapiens,Q13200
,Saccharomyces cerevisiae,
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,O00232
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3I,Homo sapiens,P54578
,Homo sapiens,P25789
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P35998
,Homo sapiens,P20618
,Homo sapiens,P28070
,Homo sapiens,P0CG47
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P62191
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P60896
,Homo sapiens,P62195
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
7W3J,Homo sapiens,A0A087X2I1
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P28070
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,P35998
,Homo sapiens,P17980
,Homo sapiens,P62191
,Homo sapiens,P62195
,Homo sapiens,P43686
,Homo sapiens,Q99460
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,P60900
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,O43242
,Homo sapiens,P60896
,Homo sapiens,P25787
,Homo sapiens,P25789
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
7W3K,Homo sapiens,P35998
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P28070
,Homo sapiens,P54578
,Homo sapiens,P62191
,Homo sapiens,P0CG47
,Homo sapiens,P62195
,Homo sapiens,P43686
,Homo sapiens,Q99460
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,A0A087X2I1
,Homo sapiens,O00487
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,O43242
,Homo sapiens,P60896
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
,Homo sapiens,O14818
,Homo sapiens,P28066
7W3M,Homo sapiens,P35998
,Homo sapiens,O14818
,Homo sapiens,P28066
,Homo sapiens,P25786
,Homo sapiens,P25788
,Homo sapiens,P28072
,Homo sapiens,Q99436
,Homo sapiens,P49720
,Homo sapiens,P49721
,Homo sapiens,P28074
,Homo sapiens,P20618
,Homo sapiens,P62191
,Homo sapiens,P28070
,Homo sapiens,Q99460
,Homo sapiens,O43242
,Homo sapiens,O00232
,Homo sapiens,O00231
,Homo sapiens,Q15008
,Homo sapiens,P51665
,Homo sapiens,Q9UNM6
,Homo sapiens,P55036
,Homo sapiens,O00487
,Homo sapiens,P62195
,Homo sapiens,P48556
,Homo sapiens,Q13200
,Homo sapiens,P54578
,Homo sapiens,P0CG47
,Homo sapiens,P60896
,Homo sapiens,P43686
,Homo sapiens,A0A087X2I1
,Homo sapiens,P17980
,Homo sapiens,P60900
,Homo sapiens,P25787
,Homo sapiens,P25789
7W3Z,"Escherichia coli, Homo sapiens","P0AEX9, P30550"
,Homo sapiens,P07492
,Homo sapiens,P50148
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
7W40,"Escherichia coli, Homo sapiens","P0AEX9, P30550"
,Homo sapiens,P50148
,Homo sapiens,P62873
,synthetic construct,
,Homo sapiens,P59768
,Homo sapiens,
7W53,Homo sapiens,"P63092, P63096"
,Homo sapiens,P62873
,Homo sapiens,P48645
,Homo sapiens,
,Homo sapiens,P59768
,Homo sapiens,"P0ABE7, Q9HB89"
7W55,Homo sapiens,P62873
,Homo sapiens,P48645
,Homo sapiens,
,Homo sapiens,"P63096, P63092"
,Homo sapiens,P59768
,Homo sapiens,"P0ABE7, Q9GZQ4"
7W56,Homo sapiens,"P63092, P63096"
,Homo sapiens,P62873
,Homo sapiens,Q5H8A3
,Homo sapiens,
,Homo sapiens,P59768
,Homo sapiens,"P0ABE7, Q9HB89"
7W57,Homo sapiens,Q5H8A3
,Homo sapiens,"P63092, P63096"
,Homo sapiens,P62873
,Homo sapiens,
,Homo sapiens,P59768
,Homo sapiens,"P0ABE7, Q9GZQ4"
7W59,Homo sapiens,Q6P2Q9
,Homo sapiens,Q9NW64
,Homo sapiens,Q9P013
,Homo sapiens,Q13573
,Homo sapiens,Q9Y3C6
,Homo sapiens,O43660
,Homo sapiens,Q9UQ35
,Homo sapiens,Q9HCG8
,Homo sapiens,O60508
,Homo sapiens,20330981
,Homo sapiens,
,Homo sapiens,Q15029
,Homo sapiens,340097
,Homo sapiens,P14678
,Homo sapiens,Q9GZU8
,Homo sapiens,Q9HCS7
,Homo sapiens,Q9UNP9
,Homo sapiens,Q14562
,Homo sapiens,P62318
,Homo sapiens,P62314
,Homo sapiens,P62316
,Homo sapiens,P62306
,Homo sapiens,Q96DI7
,Homo sapiens,P62304
,Homo sapiens,P62308
,Homo sapiens,P61326
,Homo sapiens,Q9Y5S9
,Homo sapiens,P38919
,Homo sapiens,O15234
,Homo sapiens,O60306
,Homo sapiens,P09661
,Homo sapiens,P08579
,Homo sapiens,Q9UMS4
,unidentified adenovirus,
,Homo sapiens,O75934
,unidentified adenovirus,
,Homo sapiens,Q9BZJ0
,Homo sapiens,Q99459
,Homo sapiens,O95926
,Homo sapiens,P41223
7W5A,Homo sapiens,Q6P2Q9
,Homo sapiens,Q9BZJ0
,Homo sapiens,O75934
,Homo sapiens,Q99459
,Homo sapiens,O95926
,Homo sapiens,P41223
,Homo sapiens,Q9NW64
,Homo sapiens,Q9P013
,Homo sapiens,O60306
,Homo sapiens,Q13573
,Homo sapiens,Q9Y3C6
,Homo sapiens,20330981
,Homo sapiens,O43660
,Homo sapiens,Q9UQ35
,Homo sapiens,Q9HCG8
,Homo sapiens,O60508
,Homo sapiens,Q9GZU8
,Homo sapiens,Q14562
,Homo sapiens,Q8WUQ7
,Homo sapiens,Q9H875
,Homo sapiens,Q9Y421
,Homo sapiens,P14678
,Homo sapiens,Q15029
,Homo sapiens,Q9UNP9
,Homo sapiens,P62318
,Homo sapiens,P62314
,Homo sapiens,P62316
,Homo sapiens,P62306
,Homo sapiens,P62304
,Homo sapiens,P62308
,Homo sapiens,P61326
,Homo sapiens,Q9Y5S9
,Homo sapiens,P38919
,Homo sapiens,Q96DI7
,Homo sapiens,O15234
,Homo sapiens,Q9UMS4
,Homo sapiens,P09661
,Homo sapiens,P08579
,Homo sapiens,O95391
,Homo sapiens,
,unidentified adenovirus,
,unidentified adenovirus,
,Homo sapiens,340097
,Homo sapiens,Q9HCS7
7W5B,Homo sapiens,Q6P2Q9
,Homo sapiens,Q9HCS7
,Homo sapiens,Q9BZJ0
,Homo sapiens,O75934
,Homo sapiens,Q99459
,Homo sapiens,O95926
,Homo sapiens,P41223
,Homo sapiens,Q9NW64
,Homo sapiens,Q9P013
,Homo sapiens,O60306
,Homo sapiens,Q13573
,Homo sapiens,20330981
,Homo sapiens,Q9Y3C6
,Homo sapiens,O43660
,Homo sapiens,Q9UQ35
,Homo sapiens,Q9HCG8
,Homo sapiens,O60508
,Homo sapiens,Q14562
,Homo sapiens,Q8WUQ7
,Homo sapiens,Q9H875
,Homo sapiens,Q9Y421
,Homo sapiens,P14678
,Homo sapiens,Q15029
,Homo sapiens,Q9UNP9
,Homo sapiens,P62318
,Homo sapiens,P62314
,Homo sapiens,P62316
,Homo sapiens,P62306
,Homo sapiens,P62304
,Homo sapiens,P62308
,Homo sapiens,Q9UMS4
,Homo sapiens,P09661
,Homo sapiens,P08579
,Homo sapiens,O75643
,Homo sapiens,O95391
,Homo sapiens,P61326
,Homo sapiens,Q9Y5S9
,Homo sapiens,P38919
,Homo sapiens,O15234
,Homo sapiens,Q8N5F7
,Homo sapiens,Q96DI7
,Homo sapiens,
,unidentified adenovirus,
,unidentified adenovirus,
,Homo sapiens,340097
7W67,Homo sapiens,Q9UBL3
,Homo sapiens,Q03164
,Homo sapiens,Q15291
,Homo sapiens,Q6NXT2
7W68,Homo sapiens,P25205
,Homo sapiens,P33992
,Homo sapiens,Q14566
,Homo sapiens,P33993
,Homo sapiens,P49736
,Homo sapiens,P33991
7W6A,Homo sapiens,Q9UBL3
,Homo sapiens,Q03164
,Homo sapiens,Q15291
7W6I,Homo sapiens,Q9UBL3
,Homo sapiens,Q03164
,Homo sapiens,Q15291
,Homo sapiens,Q6NXT2
7W6J,Homo sapiens,Q9UBL3
,Homo sapiens,Q03164
,Homo sapiens,Q15291
,Homo sapiens,Q6NXT2
7W6L,Homo sapiens,Q9UBL3
,Homo sapiens,Q8NEZ4
,Homo sapiens,Q15291
,Homo sapiens,Q6NXT2
7W6P,Homo sapiens,P08913
,Homo sapiens,P09471
,Homo sapiens,P62873
,Homo sapiens,P59768
,Mus musculus,
7W6T,Homo sapiens,Q9NZI2
,Homo sapiens,Q9UK17
,Mus musculus,Q9Z218
7W72,Homo sapiens,Q9H490
,Homo sapiens,Q96S52
,Homo sapiens,Q969N2
,Homo sapiens,Q92643
,Homo sapiens,O43292
7W77,Homo sapiens,Q07699
,Homo sapiens,O60939
,Homo sapiens,Q9NY46
7W7E,Homo sapiens,P62873
,Homo sapiens,P09471
,Homo sapiens,P59768
,Mus musculus,
,Homo sapiens,P08913
7W7F,Homo sapiens,Q07699
,Homo sapiens,O60939
,Homo sapiens,Q9NY46
7W9K,Homo sapiens,Q15858
,Homo sapiens,Q07699
,Homo sapiens,O60939
7W9L,Homo sapiens,Q15858
,Homo sapiens,Q07699
,Homo sapiens,O60939
7W9M,Homo sapiens,Q15858
,Homo sapiens,O60939
,Homo sapiens,Q07699
7W9P,Homo sapiens,Q15858
,Homo sapiens,Q07699
,Homo sapiens,O60939
7W9T,Homo sapiens,Q15858
,Homo sapiens,Q07699
,Homo sapiens,O60939
7W9V,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,synthetic construct,
,synthetic construct,
,Homo sapiens,Q09472
7WB5,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WBH,Severe acute respiratory syndrome-related coronavirus,P0DTC2
,Severe acute respiratory syndrome-related coronavirus,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WBJ,Homo sapiens,P41587
,Homo sapiens,P18509
,Bos taurus,P04896
,Rattus norvegicus,P54311
,Bos taurus,P63212
,synthetic construct,
7WBV,Komagataella phaffii,C4R4Y0
,Komagataella phaffii,C4R009
,Komagataella phaffii,C4R3Z5
,Komagataella phaffii,F2QMI1
,Komagataella phaffii,C4QZ45
,synthetic construct,
,synthetic construct,
,synthetic construct,
,Komagataella phaffii,C4R0E6
,Komagataella phaffii,F2QUC3
,Homo sapiens,P84243
,Komagataella phaffii,C4QZQ7
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Komagataella phaffii,C4R7L2
,Komagataella phaffii,C4R2U9
,Komagataella phaffii,C4R3P8
,Komagataella phaffii,C4R1V1
,Komagataella phaffii,C4R9A1
,Komagataella phaffii,C4R273
,Komagataella phaffii,F2QPE6
7WBW,Komagataella phaffii,C4R4Y0
,Komagataella phaffii,C4R009
,Komagataella phaffii,C4R3Z5
,Komagataella phaffii,F2QMI1
,Komagataella phaffii,C4QZ45
,synthetic construct,
,synthetic construct,
,synthetic construct,
,Komagataella phaffii,C4R0E6
,Komagataella phaffii,C4R370
,Homo sapiens,P84243
,Komagataella phaffii,C4QZQ7
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Komagataella phaffii,C4R7L2
,Komagataella phaffii,C4R2U9
,Komagataella phaffii,C4R3P8
,Komagataella phaffii,C4R1V1
,Komagataella phaffii,C4R9A1
,Komagataella phaffii,C4R273
,Komagataella phaffii,F2QPE6
7WBX,Komagataella phaffii,C4R4Y0
,Komagataella phaffii,C4R009
,Komagataella phaffii,C4R3Z5
,Komagataella phaffii,F2QMI1
,Komagataella phaffii,C4QZ45
,synthetic construct,
,synthetic construct,
,synthetic construct,
,Komagataella phaffii,C4R0E6
,Komagataella phaffii,C4R370
,Homo sapiens,P84243
,Komagataella phaffii,C4QZQ7
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,P06899
,Komagataella phaffii,C4R7L2
,Komagataella phaffii,C4R2U9
,Komagataella phaffii,C4R3P8
,Komagataella phaffii,C4R1V1
,Komagataella phaffii,C4R9A1
,Komagataella phaffii,C4R273
,Komagataella phaffii,F2QPE6
7WBZ,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WCD,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WCH,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WCK,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WCM,Homo sapiens,P63092
,Homo sapiens,P62873
,Homo sapiens,P59768
,Lama glama,
,Homo sapiens,Q8TDV5
7WCN,Homo sapiens,P63092
,Homo sapiens,P62873
,Homo sapiens,P59768
,Lama glama,
,Homo sapiens,Q8TDV5
7WCP,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WCU,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WE7,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WE8,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WE9,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WEA,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WEB,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WEC,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WED,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WEE,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WEF,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
7WF3,Homo sapiens,P22001
,Homo sapiens,Q13303
,Homo sapiens,P22001
7WF4,Homo sapiens,P22001
,Homo sapiens,Q13303
,Homo sapiens,P22001
7WF7,Homo sapiens,P21453
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,Homo sapiens,P63096
7WH8,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WHB,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WHD,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WHI,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WHJ,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WHK,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WHZ,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,A0A5C2G4I7
,Homo sapiens,A0A5C2GTV1
,Homo sapiens,
,Homo sapiens,A0A5C2GVU3
7WI0,Homo sapiens,P0DTC2
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,A0A5C2G4I7
,Homo sapiens,A0A5C2GTV1
,Homo sapiens,
,Homo sapiens,A0A5C2GVU3
7WIC,Homo sapiens,P61278
,Homo sapiens,P30874
,Homo sapiens,P63096
,Rattus norvegicus,P54311
,Bos taurus,P63212
,synthetic construct,
7WIG,Homo sapiens,P30874
,Homo sapiens,P63096
,Rattus norvegicus,P54311
,Bos taurus,P63212
,synthetic construct,
7WJ2,Homo sapiens,A0A858LG55
,Homo sapiens,P61769
,Human immunodeficiency virus 1,P04591
7WJ3,Homo sapiens,A0A858LG55
,Homo sapiens,P61769
,synthetic construct,
7WJ5,Homo sapiens,P63096
,Homo sapiens,P62873
,Homo sapiens,P59768
,Homo sapiens,
,"Escherichia coli, Homo sapiens","P0ABE7, P30874"
,Homo sapiens,P61278
7WJI,Homo sapiens,Q8N2C7
,Homo sapiens,Q9P2D8
,Homo sapiens,P0DP23
,Homo sapiens,Q8IZF0
,Homo sapiens,B1AL88
7WJY,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WJZ,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WK0,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WKD,Homo sapiens,"P63092, P63096"
,Homo sapiens,P62873
,Homo sapiens,
,Homo sapiens,P59768
,Homo sapiens,P34981
,synthetic construct,
7WKJ,Homo sapiens,A0A6M6CC39
,Homo sapiens,P61769
,Homo sapiens,P0DTC9
7WKX,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q16552
7WLC,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WLD,Homo sapiens,O43292
,Homo sapiens,Q92643
,Homo sapiens,Q96S52
,Homo sapiens,Q969N2
,Homo sapiens,Q9H490
7WLY,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WLZ,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WM0,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WN2,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WN8,Homo sapiens,Q08722
,Homo sapiens,
,Homo sapiens,
7WNB,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
7WO4,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WO5,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WO7,Homo sapiens,
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WOA,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOB,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOC,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOG,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WON,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,A0A5C2GQT9
,Homo sapiens,
7WOP,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOR,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOS,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOU,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOV,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WOW,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WP0,Homo sapiens,A0A5C2GQT9
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WP1,Homo sapiens,A0A5C2GQT9
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WP2,Homo sapiens,A0A5C2GQT9
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WP5,Homo sapiens,A0A5C2GQT9
,Homo sapiens,
,Severe acute respiratory syndrome coronavirus 2,P0DTC2
7WPH,Severe acute respiratory syndrome coronavirus 2,P0DTC2
,Homo sapiens,
,Homo sapiens,
7WQ3,Homo sapiens,P47211
,Homo sapiens,P63096
,Rattus,P54311
,Bos taurus,P63212
,Mus musculus,
,Homo sapiens,P22466
7WQ4,Homo sapiens,O43603
,Homo sapiens,P22466
,Homo sapiens,P63092
,Rattus,P54311
,Lama glama,
,Bos taurus,P63212
7WR4,Shigella flexneri,A0A0H2US87
,Homo sapiens,P0DP23
,Homo sapiens,P49662
